Date,Price,Open,High,Low,Change
3/31/2009,50.57,51.17,51.2,50.56,-0.011
4/1/2009,50.65,50.67,50.72,50.26,0.0016
4/2/2009,50.01,50.62,50.64,50.01,-0.0126
4/3/2009,49.9,50.01,50.23,49.72,-0.0022
4/4/2009,49.9,50.01,50.23,49.72,-0.0022
4/5/2009,49.9,50.01,50.23,49.72,-0.0022
4/6/2009,50.01,49.81,50.148,49.79,0.0022
4/7/2009,49.97,50.07,50.11,49.81,-0.0008
4/8/2009,50.14,50.06,50.68,49.84,0.0034
4/9/2009,49.83,50.21,50.21,49.73,-0.0062
4/10/2009,49.79,49.76,49.81,49.66,-0.0008
4/11/2009,49.79,49.76,49.81,49.66,-0.0008
4/12/2009,49.79,49.76,49.81,49.66,-0.0008
4/13/2009,49.72,49.74,49.965,49.64,-0.0014
4/14/2009,49.58,49.69,49.81,49.49,-0.0028
4/15/2009,49.575,49.705,50.095,49.575,-0.0001
4/16/2009,49.61,49.53,49.86,49.33,0.0007
4/17/2009,49.79,49.53,49.9,49.41,0.0036
4/18/2009,49.79,49.53,49.9,49.41,0.0036
4/19/2009,49.79,49.53,49.9,49.41,0.0036
4/20/2009,50.22,49.64,50.35,49.53,0.0086
4/21/2009,50.31,50.23,50.63,50.02,0.0018
4/22/2009,50.335,50.275,50.455,50.075,0.0005
4/23/2009,49.905,50.245,50.495,49.875,-0.0085
4/24/2009,49.61,49.84,50.045,49.61,-0.0059
4/25/2009,49.61,49.84,50.045,49.61,-0.0059
4/26/2009,49.61,49.84,50.045,49.61,-0.0059
4/27/2009,50.13,49.97,50.32,49.94,0.0105
4/28/2009,50.35,50.12,50.57,50.01,0.0044
4/29/2009,49.89,50.26,50.3,49.79,-0.0091
4/30/2009,49.725,49.825,50.025,49.675,-0.0033
5/1/2009,49.675,49.735,49.735,49.525,-0.001
5/2/2009,49.675,49.735,49.735,49.525,-0.001
5/3/2009,49.675,49.735,49.735,49.525,-0.001
5/4/2009,49.69,49.6,49.96,49.38,0.0003
5/5/2009,49.245,49.585,49.715,49.205,-0.009
5/6/2009,49.435,49.175,49.695,49.175,0.0039
5/7/2009,49.115,49.405,49.605,49.095,-0.0065
5/8/2009,49.155,49.125,49.483,49.025,0.0008
5/9/2009,49.155,49.125,49.483,49.025,0.0008
5/10/2009,49.155,49.125,49.483,49.025,0.0008
5/11/2009,49.43,49.12,49.54,48.92,0.0056
5/12/2009,49.275,49.395,49.775,49.225,-0.0031
5/13/2009,49.635,49.245,49.755,49.075,0.0073
5/14/2009,49.62,49.59,50.03,49.4,-0.0003
5/15/2009,49.31,49.61,49.65,49.3,-0.0062
5/16/2009,49.31,49.61,49.65,49.3,-0.0062
5/17/2009,49.31,49.61,49.65,49.3,-0.0062
5/18/2009,47.59,49.31,49.31,47.59,-0.0349
5/19/2009,47.53,47.56,47.95,47.27,-0.0013
5/20/2009,47.435,47.575,47.995,47.325,-0.002
5/21/2009,47.23,47.39,47.57,47.19,-0.0043
5/22/2009,46.83,47.19,47.23,46.83,-0.0085
5/23/2009,46.83,47.19,47.23,46.83,-0.0085
5/24/2009,46.83,47.19,47.23,46.83,-0.0085
5/25/2009,47.285,46.805,47.46,46.665,0.0097
5/26/2009,47.475,47.135,47.95,47.015,0.004
5/27/2009,47.58,47.41,47.93,47.25,0.0022
5/28/2009,47.525,47.545,48.105,47.425,-0.0012
5/29/2009,47.12,47.43,47.54,47.06,-0.0085
5/30/2009,47.12,47.43,47.54,47.06,-0.0085
5/31/2009,47.12,47.43,47.54,47.06,-0.0085
6/1/2009,46.79,47.09,47.09,46.79,-0.007
6/2/2009,46.81,46.75,47.24,46.58,0.0004
6/3/2009,46.89,46.76,47.08,46.59,0.0017
6/4/2009,47.105,46.875,47.375,46.775,0.0046
6/5/2009,46.95,47.02,47.19,46.87,-0.0033
6/6/2009,46.95,47.02,47.19,46.87,-0.0033
6/7/2009,46.95,47.02,47.19,46.87,-0.0033
6/8/2009,47.525,46.925,47.765,46.825,0.0122
6/9/2009,47.33,47.33,47.785,47.21,-0.0041
6/10/2009,47.225,47.205,47.405,47.075,-0.0022
6/11/2009,47.425,47.305,47.635,47.075,0.0042
6/12/2009,47.45,47.31,47.63,47.15,0.0005
6/13/2009,47.45,47.31,47.63,47.15,0.0005
6/14/2009,47.45,47.31,47.63,47.15,0.0005
6/15/2009,47.61,47.37,48.005,47.21,0.0034
6/16/2009,47.675,47.755,47.975,47.505,0.0014
6/17/2009,47.97,47.59,48.17,47.44,0.0062
6/18/2009,48.06,47.9,48.33,47.76,0.0019
6/19/2009,48.025,48.005,48.3,47.865,-0.0007
6/20/2009,48.025,48.005,48.3,47.865,-0.0007
6/21/2009,48.025,48.005,48.3,47.865,-0.0007
6/22/2009,48.545,47.985,48.705,47.805,0.0108
6/23/2009,48.475,48.445,48.965,48.325,-0.0014
6/24/2009,48.365,48.445,48.605,48.275,-0.0023
6/25/2009,48.525,48.365,48.745,48.275,0.0033
6/26/2009,48.035,48.605,48.605,48.015,-0.0101
6/27/2009,48.035,48.605,48.605,48.015,-0.0101
6/28/2009,48.035,48.605,48.605,48.015,-0.0101
6/29/2009,48.025,48.025,48.285,47.875,-0.0002
6/30/2009,47.75,47.99,48.06,47.75,-0.0057
7/1/2009,47.775,48.025,48.165,47.775,0.0005
7/2/2009,47.925,47.755,48.045,47.575,0.0031
7/3/2009,47.815,47.825,48.205,47.725,-0.0023
7/4/2009,47.815,47.825,48.205,47.725,-0.0023
7/5/2009,47.815,47.825,48.205,47.725,-0.0023
7/6/2009,48.515,47.795,48.59,47.615,0.0146
7/7/2009,48.45,48.49,48.755,48.18,-0.0013
7/8/2009,48.81,48.41,48.955,48.19,0.0074
7/9/2009,48.58,48.73,49.07,48.55,-0.0047
7/10/2009,48.77,48.73,49.02,48.39,0.0039
7/11/2009,48.77,48.73,49.02,48.39,0.0039
7/12/2009,48.77,48.73,49.02,48.39,0.0039
7/13/2009,48.93,48.71,49.455,48.51,0.0033
7/14/2009,48.88,48.85,48.99,48.74,-0.001
7/15/2009,48.575,48.785,48.89,48.575,-0.0062
7/16/2009,48.625,48.515,48.875,48.285,0.001
7/17/2009,48.57,48.55,48.76,48.36,-0.0011
7/18/2009,48.57,48.55,48.76,48.36,-0.0011
7/19/2009,48.57,48.55,48.76,48.36,-0.0011
7/20/2009,48.12,48.54,48.58,48.12,-0.0093
7/21/2009,48.225,48.045,48.485,48.025,0.0022
7/22/2009,48.42,48.12,48.7,48.04,0.004
7/23/2009,48.22,48.34,48.6,48.2,-0.0041
7/24/2009,48.09,48.16,48.42,48.01,-0.0027
7/25/2009,48.09,48.16,48.42,48.01,-0.0027
7/26/2009,48.09,48.16,48.42,48.01,-0.0027
7/27/2009,48.175,48.075,48.255,47.925,0.0018
7/28/2009,48.225,48.185,48.335,47.925,0.001
7/29/2009,48.275,48.065,48.535,47.905,0.001
7/30/2009,48.26,48.16,48.59,48.11,-0.0003
7/31/2009,47.825,48.385,48.385,47.775,-0.009
8/1/2009,47.825,48.385,48.385,47.775,-0.009
8/2/2009,47.825,48.385,48.385,47.775,-0.009
8/3/2009,47.325,47.705,47.935,47.325,-0.0105
8/4/2009,47.47,47.32,47.76,47.15,0.0031
8/5/2009,47.435,47.375,47.745,47.245,-0.0007
8/6/2009,47.605,47.425,47.795,47.285,0.0036
8/7/2009,47.69,47.69,47.99,47.41,0.0018
8/8/2009,47.69,47.69,47.99,47.41,0.0018
8/9/2009,47.69,47.69,47.99,47.41,0.0018
8/10/2009,47.755,47.605,47.905,47.465,0.0014
8/11/2009,47.895,47.625,48.065,47.525,0.0029
8/12/2009,48.13,47.76,48.59,47.61,0.0049
8/13/2009,48.02,48.38,48.38,47.96,-0.0023
8/14/2009,48.2,48.13,48.37,47.82,0.0037
8/15/2009,48.2,48.13,48.37,47.82,0.0037
8/16/2009,48.2,48.13,48.37,47.82,0.0037
8/17/2009,48.82,48.14,49.005,48.02,0.0129
8/18/2009,48.725,48.745,48.945,48.495,-0.0019
8/19/2009,48.615,48.625,48.985,48.455,-0.0023
8/20/2009,48.43,48.53,48.84,48.35,-0.0038
8/21/2009,48.42,48.43,48.88,48.28,-0.0002
8/22/2009,48.42,48.43,48.88,48.28,-0.0002
8/23/2009,48.42,48.43,48.88,48.28,-0.0002
8/24/2009,48.525,48.425,48.685,48.255,0.0022
8/25/2009,48.7,48.62,48.87,48.34,0.0036
8/26/2009,48.905,48.615,48.95,48.485,0.0042
8/27/2009,48.79,48.9,49.06,48.63,-0.0024
8/28/2009,48.535,48.745,48.91,48.535,-0.0052
8/29/2009,48.535,48.745,48.91,48.535,-0.0052
8/30/2009,48.535,48.745,48.91,48.535,-0.0052
8/31/2009,48.69,48.51,48.94,48.33,0.0032
9/1/2009,49.155,48.675,49.155,48.475,0.0096
9/2/2009,48.975,49.145,49.215,48.835,-0.0037
9/3/2009,48.825,48.985,49.035,48.755,-0.0031
9/4/2009,48.775,48.895,48.985,48.825,-0.001
9/5/2009,48.775,48.895,48.985,48.825,-0.001
9/6/2009,48.775,48.895,48.985,48.825,-0.001
9/7/2009,48.585,48.735,48.782,48.565,-0.0039
9/8/2009,48.325,48.685,48.725,48.325,-0.0054
9/9/2009,48.455,48.375,48.595,48.185,0.0027
9/10/2009,48.415,48.465,48.68,48.31,-0.0008
9/11/2009,48.31,48.4,48.635,48.3,-0.0022
9/12/2009,48.31,48.4,48.635,48.3,-0.0022
9/13/2009,48.31,48.4,48.635,48.3,-0.0022
9/14/2009,48.68,48.33,48.81,48.21,0.0077
9/15/2009,48.46,48.64,48.7,48.46,-0.0045
9/16/2009,48.145,48.465,48.505,48.135,-0.0065
9/17/2009,48.11,48.11,48.19,47.89,-0.0007
9/18/2009,48.01,48.05,48.29,47.99,-0.0021
9/19/2009,48.01,48.05,48.29,47.99,-0.0021
9/20/2009,48.01,48.05,48.29,47.99,-0.0021
9/21/2009,47.975,48.155,48.155,47.975,-0.0007
9/22/2009,47.925,47.965,48.245,47.885,-0.001
9/23/2009,47.995,47.905,48.14,47.845,0.0015
9/24/2009,47.895,47.975,48.22,47.845,-0.0021
9/25/2009,47.945,48.255,48.285,47.885,0.001
9/26/2009,47.945,48.255,48.285,47.885,0.001
9/27/2009,47.945,48.255,48.285,47.885,0.001
9/28/2009,47.754,47.854,47.854,47.754,-0.004
9/29/2009,48.135,47.855,48.155,47.855,0.008
9/30/2009,47.735,48.105,48.105,47.715,-0.0083
10/1/2009,47.72,47.71,47.92,47.61,-0.0003
10/2/2009,47.63,47.66,47.88,47.61,-0.0019
10/3/2009,47.63,47.66,47.88,47.61,-0.0019
10/4/2009,47.63,47.66,47.88,47.61,-0.0019
10/5/2009,47.415,47.565,47.675,47.415,-0.0045
10/6/2009,46.765,47.535,47.535,46.685,-0.0137
10/7/2009,46.65,46.73,46.9,46.5,-0.0025
10/8/2009,46.225,46.725,46.725,46.215,-0.0091
10/9/2009,46.515,46.205,46.655,46.075,0.0063
10/10/2009,46.515,46.205,46.655,46.075,0.0063
10/11/2009,46.515,46.205,46.655,46.075,0.0063
10/12/2009,46.345,46.365,46.705,46.345,-0.0037
10/13/2009,46.405,46.265,46.445,46.235,0.0013
10/14/2009,46.004,46.484,46.484,45.994,-0.0086
10/15/2009,45.975,45.925,46.295,45.795,-0.0006
10/16/2009,46.225,45.925,46.385,45.835,0.0054
10/17/2009,46.225,45.925,46.385,45.835,0.0054
10/18/2009,46.225,45.925,46.385,45.835,0.0054
10/19/2009,46.02,46.15,46.15,46.02,-0.0044
10/20/2009,46.265,45.925,46.265,45.855,0.0053
10/21/2009,46.345,46.155,46.595,46.105,0.0017
10/22/2009,46.565,46.275,46.845,46.195,0.0047
10/23/2009,46.5,46.42,46.605,46.36,-0.0014
10/24/2009,46.5,46.42,46.605,46.36,-0.0014
10/25/2009,46.5,46.42,46.605,46.36,-0.0014
10/26/2009,46.575,46.425,46.705,46.365,0.0016
10/27/2009,46.945,46.645,47.02,46.465,0.0079
10/28/2009,47.175,46.945,47.395,46.745,0.0049
10/29/2009,46.78,47.07,47.635,46.75,-0.0084
10/30/2009,46.925,46.755,47.165,46.675,0.0031
10/31/2009,46.925,46.755,47.165,46.675,0.0031
11/1/2009,46.925,46.755,47.165,46.675,0.0031
11/2/2009,46.825,47.005,47.005,46.815,-0.0021
11/3/2009,47.145,46.955,47.445,46.955,0.0068
11/4/2009,46.91,47.06,47.27,46.91,-0.005
11/5/2009,46.97,46.86,47.27,46.74,0.0013
11/6/2009,46.825,46.885,46.905,46.745,-0.0031
11/7/2009,46.825,46.885,46.905,46.745,-0.0031
11/8/2009,46.825,46.885,46.905,46.745,-0.0031
11/9/2009,46.37,46.75,46.75,46.32,-0.0097
11/10/2009,46.325,46.475,46.635,46.225,-0.001
11/11/2009,46.354,46.264,46.604,46.204,0.0006
11/12/2009,46.62,46.29,46.7,46.1,0.0057
11/13/2009,46.19,46.67,46.76,46.19,-0.0092
11/14/2009,46.19,46.67,46.76,46.19,-0.0092
11/15/2009,46.19,46.67,46.76,46.19,-0.0092
11/16/2009,46.005,46.135,46.295,45.985,-0.004
11/17/2009,46.225,45.905,46.39,45.775,0.0048
11/18/2009,46.215,46.185,46.305,46.065,-0.0002
11/19/2009,46.75,46.12,46.77,46.05,0.0116
11/20/2009,46.575,46.575,46.75,46.405,-0.0037
11/21/2009,46.575,46.575,46.75,46.405,-0.0037
11/22/2009,46.575,46.575,46.75,46.405,-0.0037
11/23/2009,46.465,46.515,46.605,46.365,-0.0024
11/24/2009,46.47,46.33,46.645,46.28,0.0001
11/25/2009,45.98,46.35,46.38,45.98,-0.0105
11/26/2009,46.675,45.995,46.675,45.845,0.0151
11/27/2009,46.465,46.565,47.09,46.385,-0.0045
11/28/2009,46.465,46.565,47.09,46.385,-0.0045
11/29/2009,46.465,46.565,47.09,46.385,-0.0045
11/30/2009,46.535,46.445,46.56,46.195,0.0015
12/1/2009,46.254,46.344,46.492,46.164,-0.006
12/2/2009,46.225,46.145,46.405,46.025,-0.0006
12/3/2009,46.025,46.125,46.325,46.025,-0.0043
12/4/2009,46.175,45.955,46.315,45.885,0.0033
12/5/2009,46.175,45.955,46.315,45.885,0.0033
12/6/2009,46.175,45.955,46.315,45.885,0.0033
12/7/2009,46.465,46.155,46.635,46.025,0.0063
12/8/2009,46.625,46.345,46.78,46.265,0.0034
12/9/2009,46.535,46.545,46.89,46.525,-0.0019
12/10/2009,46.525,46.535,46.755,46.385,-0.0002
12/11/2009,46.48,46.46,46.61,46.38,-0.001
12/12/2009,46.48,46.46,46.61,46.38,-0.001
12/13/2009,46.48,46.46,46.61,46.38,-0.001
12/14/2009,46.6,46.56,46.76,46.38,0.0026
12/15/2009,46.534,46.594,46.719,46.424,-0.0014
12/16/2009,46.585,46.675,46.825,46.515,0.0011
12/17/2009,46.935,46.585,47.055,46.435,0.0075
12/18/2009,46.725,46.885,46.935,46.685,-0.0045
12/19/2009,46.725,46.885,46.935,46.685,-0.0045
12/20/2009,46.725,46.885,46.935,46.685,-0.0045
12/21/2009,46.825,46.815,46.87,46.645,0.0021
12/22/2009,46.825,46.775,46.895,46.715,0
12/23/2009,46.67,46.73,46.92,46.67,-0.0033
12/24/2009,46.73,46.59,46.78,46.56,0.0013
12/25/2009,46.51,46.55,46.55,46.51,-0.0047
12/26/2009,46.51,46.55,46.55,46.51,-0.0047
12/27/2009,46.51,46.55,46.55,46.51,-0.0047
12/28/2009,46.475,46.545,46.545,46.465,-0.0008
12/29/2009,46.58,46.42,46.72,46.4,0.0023
12/30/2009,46.525,46.505,46.797,46.505,-0.0012
12/31/2009,46.41,46.53,46.7,46.4,-0.0025
1/1/2010,46.615,46.61,46.677,46.59,0.0044
1/2/2010,46.615,46.61,46.677,46.59,0.0044
1/3/2010,46.615,46.61,46.677,46.59,0.0044
1/4/2010,46.295,46.545,46.655,46.245,-0.0069
1/5/2010,46.205,46.305,46.305,46.045,-0.0019
1/6/2010,45.695,46.165,46.205,45.695,-0.011
1/7/2010,45.65,45.61,45.89,45.57,-0.001
1/8/2010,45.47,45.68,45.9,45.47,-0.0039
1/9/2010,45.47,45.68,45.9,45.47,-0.0039
1/10/2010,45.47,45.68,45.9,45.47,-0.0039
1/11/2010,45.26,45.51,45.51,45.23,-0.0046
1/12/2010,45.66,45.14,45.75,45.1,0.0088
1/13/2010,45.495,45.735,45.775,45.415,-0.0036
1/14/2010,45.6,45.49,45.72,45.4,0.0023
1/15/2010,45.79,45.62,45.83,45.41,0.0042
1/16/2010,45.79,45.62,45.83,45.41,0.0042
1/17/2010,45.79,45.62,45.83,45.41,0.0042
1/18/2010,45.645,45.785,45.855,45.515,-0.0032
1/19/2010,45.76,45.66,45.9,45.36,0.0025
1/20/2010,45.86,45.8,46.13,45.54,0.0022
1/21/2010,46.23,45.78,46.23,45.72,0.0081
1/22/2010,46.225,46.305,46.355,46.025,-0.0001
1/23/2010,46.225,46.305,46.355,46.025,-0.0001
1/24/2010,46.225,46.305,46.355,46.025,-0.0001
1/25/2010,46.075,46.175,46.275,46.025,-0.0032
1/26/2010,45.855,45.995,45.995,45.855,-0.0048
1/27/2010,46.19,45.87,46.54,45.87,0.0073
1/28/2010,46.25,46.38,46.47,46.15,0.0013
1/29/2010,46.125,46.275,46.445,46.075,-0.0027
1/30/2010,46.125,46.275,46.445,46.075,-0.0027
1/31/2010,46.125,46.275,46.445,46.075,-0.0027
2/1/2010,46.14,46.16,46.45,46.03,0.0003
2/2/2010,46.125,46.075,46.335,45.955,-0.0003
2/3/2010,45.925,46.045,46.155,45.925,-0.0043
2/4/2010,46.235,45.995,46.285,45.785,0.0068
2/5/2010,46.645,46.275,46.775,46.075,0.0089
2/6/2010,46.645,46.275,46.775,46.075,0.0089
2/7/2010,46.645,46.275,46.775,46.075,0.0089
2/8/2010,46.845,46.555,46.89,46.395,0.0043
2/9/2010,46.405,46.765,46.815,46.385,-0.0094
2/10/2010,46.365,46.315,46.685,46.205,-0.0009
2/11/2010,46.355,46.355,46.525,46.325,-0.0002
2/12/2010,46.425,46.445,46.515,46.185,0.0015
2/13/2010,46.425,46.445,46.515,46.185,0.0015
2/14/2010,46.425,46.445,46.515,46.185,0.0015
2/15/2010,46.355,46.325,46.465,46.255,-0.0015
2/16/2010,45.955,46.355,46.315,45.955,-0.0086
2/17/2010,46.175,45.885,46.175,45.745,0.0048
2/18/2010,46.255,46.075,46.355,45.925,0.0017
2/19/2010,46.17,46.27,46.51,46,-0.0018
2/20/2010,46.17,46.27,46.51,46,-0.0018
2/21/2010,46.17,46.27,46.51,46,-0.0018
2/22/2010,46.125,46.135,46.265,45.975,-0.001
2/23/2010,46.275,46.125,46.275,45.955,0.0033
2/24/2010,46.295,46.265,46.375,46.045,0.0004
2/25/2010,46.385,46.365,46.535,46.125,0.0019
2/26/2010,46.105,46.285,46.345,46.075,-0.006
2/27/2010,46.105,46.285,46.345,46.075,-0.006
2/28/2010,46.105,46.285,46.345,46.075,-0.006
3/1/2010,46.005,46.085,46.147,45.955,-0.0022
3/2/2010,45.704,46.024,46.094,45.704,-0.0065
3/3/2010,45.7,45.71,45.93,45.57,-0.0001
3/4/2010,45.795,45.695,45.895,45.515,0.0021
3/5/2010,45.455,45.795,45.835,45.455,-0.0074
3/6/2010,45.455,45.795,45.835,45.455,-0.0074
3/7/2010,45.455,45.795,45.835,45.455,-0.0074
3/8/2010,45.535,45.455,45.545,45.395,0.0018
3/9/2010,45.59,45.55,45.66,45.47,0.0012
3/10/2010,45.42,45.48,45.543,45.34,-0.0037
3/11/2010,45.515,45.335,45.638,45.255,0.0021
3/12/2010,45.465,45.505,45.565,45.375,-0.0011
3/13/2010,45.465,45.505,45.565,45.375,-0.0011
3/14/2010,45.465,45.505,45.565,45.375,-0.0011
3/15/2010,45.565,45.455,45.69,45.265,0.0022
3/16/2010,45.52,45.48,45.62,45.39,-0.001
3/17/2010,45.395,45.455,45.505,45.295,-0.0027
3/18/2010,45.475,45.345,45.555,45.235,0.0018
3/19/2010,45.455,45.345,45.538,45.275,-0.0004
3/20/2010,45.455,45.345,45.538,45.275,-0.0004
3/21/2010,45.455,45.345,45.538,45.275,-0.0004
3/22/2010,45.495,45.525,45.615,45.335,0.0009
3/23/2010,45.435,45.425,45.635,45.295,-0.0013
3/24/2010,45.432,45.343,45.653,45.242,-0.0001
3/25/2010,45.43,45.42,45.71,45.28,0
3/26/2010,45.135,45.525,45.555,45.125,-0.0065
3/27/2010,45.135,45.525,45.555,45.125,-0.0065
3/28/2010,45.135,45.525,45.555,45.125,-0.0065
3/29/2010,44.895,45.065,45.175,44.815,-0.0053
3/30/2010,45.025,44.825,45.17,44.775,0.0029
3/31/2010,44.825,44.935,45.205,44.825,-0.0044
4/1/2010,44.815,44.925,44.925,44.625,-0.0002
4/2/2010,44.765,44.715,44.765,44.625,-0.0011
4/3/2010,44.765,44.715,44.765,44.625,-0.0011
4/4/2010,44.765,44.715,44.765,44.625,-0.0011
4/5/2010,44.385,44.735,44.805,44.375,-0.0085
4/6/2010,44.425,44.375,44.585,44.275,0.0009
4/7/2010,44.427,44.328,44.603,44.287,0
4/8/2010,44.365,44.355,44.718,44.315,-0.0014
4/9/2010,44.175,44.345,44.465,44.165,-0.0043
4/10/2010,44.175,44.345,44.465,44.165,-0.0043
4/11/2010,44.175,44.345,44.465,44.165,-0.0043
4/12/2010,44.485,44.175,44.53,44.125,0.007
4/13/2010,44.545,44.345,44.705,44.295,0.0013
4/14/2010,44.215,44.455,44.455,44.175,-0.0074
4/15/2010,44.345,44.165,44.515,44.075,0.0029
4/16/2010,44.275,44.285,44.605,44.215,-0.0016
4/17/2010,44.275,44.285,44.605,44.215,-0.0016
4/18/2010,44.275,44.285,44.605,44.215,-0.0016
4/19/2010,44.735,44.235,44.755,44.195,0.0104
4/20/2010,44.515,44.655,44.655,44.415,-0.0049
4/21/2010,44.555,44.385,44.57,44.235,0.0009
4/22/2010,44.535,44.555,44.605,44.275,-0.0004
4/23/2010,44.315,44.415,44.655,44.315,-0.0049
4/24/2010,44.315,44.415,44.655,44.315,-0.0049
4/25/2010,44.315,44.415,44.655,44.315,-0.0049
4/26/2010,44.395,44.285,44.43,44.145,0.0018
4/27/2010,44.445,44.325,44.485,44.155,0.0011
4/28/2010,44.645,44.445,44.755,44.355,0.0045
4/29/2010,44.53,44.64,44.66,44.45,-0.0026
4/30/2010,44.275,44.425,44.49,44.225,-0.0057
5/1/2010,44.275,44.425,44.49,44.225,-0.0057
5/2/2010,44.275,44.425,44.49,44.225,-0.0057
5/3/2010,44.52,44.205,44.605,44.185,0.0055
5/4/2010,44.615,44.455,44.64,44.335,0.0021
5/5/2010,44.825,44.505,44.987,44.475,0.0047
5/6/2010,45.485,44.795,45.485,44.745,0.0147
5/7/2010,45.565,45.395,45.75,45.345,0.0018
5/8/2010,45.565,45.395,45.75,45.345,0.0018
5/9/2010,45.565,45.395,45.75,45.345,0.0018
5/10/2010,44.85,45.385,45.385,44.755,-0.0157
5/11/2010,45.095,44.765,45.35,44.685,0.0055
5/12/2010,44.975,45.335,45.39,44.875,-0.0027
5/13/2010,45.075,44.825,45.165,44.785,0.0022
5/14/2010,45.275,44.975,45.285,44.875,0.0044
5/15/2010,45.275,44.975,45.285,44.875,0.0044
5/16/2010,45.275,44.975,45.285,44.875,0.0044
5/17/2010,45.515,45.145,45.795,45.065,0.0053
5/18/2010,45.595,45.405,45.695,45.345,0.0018
5/19/2010,46.365,45.455,46.415,45.385,0.0169
5/20/2010,46.815,46.195,46.825,46.005,0.0097
5/21/2010,46.925,46.835,47.355,46.785,0.0023
5/22/2010,46.925,46.835,47.355,46.785,0.0023
5/23/2010,46.925,46.835,47.355,46.785,0.0023
5/24/2010,46.975,46.955,47.035,46.595,0.0011
5/25/2010,47.515,46.845,47.765,46.725,0.0115
5/26/2010,47.125,47.725,47.725,47.095,-0.0082
5/27/2010,46.745,47.025,47.075,46.725,-0.0081
5/28/2010,46.325,46.645,46.785,46.325,-0.009
5/29/2010,46.325,46.645,46.785,46.325,-0.009
5/30/2010,46.325,46.645,46.785,46.325,-0.009
5/31/2010,46.365,46.225,46.595,46.175,0.0009
6/1/2010,47.155,46.305,47.205,46.185,0.017
6/2/2010,46.985,47.048,47.275,46.725,-0.0036
6/3/2010,46.66,46.86,46.86,46.35,-0.0069
6/4/2010,46.885,46.495,46.885,46.355,0.0048
6/5/2010,46.885,46.495,46.885,46.355,0.0048
6/6/2010,46.885,46.495,46.885,46.355,0.0048
6/7/2010,47.09,46.835,47.455,46.585,0.0044
6/8/2010,46.855,47.035,47.155,46.835,-0.005
6/9/2010,47.015,46.755,47.145,46.575,0.0034
6/10/2010,46.775,46.925,47.105,46.675,-0.0051
6/11/2010,46.775,46.745,46.93,46.365,0
6/12/2010,46.775,46.745,46.93,46.365,0
6/13/2010,46.775,46.745,46.93,46.365,0
6/14/2010,46.495,46.725,46.725,46.405,-0.006
6/15/2010,46.365,46.475,46.785,46.195,-0.0028
6/16/2010,46.395,46.265,46.675,46.105,0.0006
6/17/2010,46.225,46.325,46.655,46.115,-0.0037
6/18/2010,46.035,46.075,46.285,45.925,-0.0041
6/19/2010,46.035,46.075,46.285,45.925,-0.0041
6/20/2010,46.035,46.075,46.285,45.925,-0.0041
6/21/2010,45.675,45.965,45.965,45.535,-0.0078
6/22/2010,46.045,45.585,46.305,45.515,0.0081
6/23/2010,46.175,46.245,46.355,45.945,0.0028
6/24/2010,46.495,46.095,46.585,45.805,0.0069
6/25/2010,46.075,46.425,46.655,46.075,-0.009
6/26/2010,46.075,46.425,46.655,46.075,-0.009
6/27/2010,46.075,46.425,46.655,46.075,-0.009
6/28/2010,46.205,46.015,46.235,45.805,0.0028
6/29/2010,46.485,46.075,46.605,45.885,0.0061
6/30/2010,46.445,46.345,46.695,46.185,-0.0009
7/1/2010,46.585,46.345,46.778,46.295,0.003
7/2/2010,46.585,46.475,46.815,46.285,0
7/3/2010,46.585,46.475,46.815,46.285,0
7/4/2010,46.585,46.475,46.815,46.285,0
7/5/2010,46.775,46.465,46.845,46.315,0.0041
7/6/2010,46.77,46.79,46.93,46.55,-0.0001
7/7/2010,47.02,46.655,47.155,46.425,0.0053
7/8/2010,46.857,46.885,46.94,46.575,-0.0035
7/9/2010,46.665,46.685,46.795,46.535,-0.0041
7/10/2010,46.665,46.685,46.795,46.535,-0.0041
7/11/2010,46.665,46.685,46.795,46.535,-0.0041
7/12/2010,46.685,46.575,46.885,46.345,0.0004
7/13/2010,46.77,46.655,46.95,46.325,0.0018
7/14/2010,46.705,46.685,46.835,46.405,-0.0014
7/15/2010,46.615,46.565,46.78,46.315,-0.0019
7/16/2010,46.725,46.635,46.945,46.245,0.0024
7/17/2010,46.725,46.635,46.945,46.245,0.0024
7/18/2010,46.725,46.635,46.945,46.245,0.0024
7/19/2010,47.115,46.605,47.13,46.605,0.0083
7/20/2010,47.275,47.085,47.435,46.925,0.0034
7/21/2010,47.165,47.175,47.325,46.905,-0.0023
7/22/2010,47.125,47.065,47.35,46.865,-0.0008
7/23/2010,46.915,47.105,47.105,46.745,-0.0045
7/24/2010,46.915,47.105,47.105,46.745,-0.0045
7/25/2010,46.915,47.105,47.105,46.745,-0.0045
7/26/2010,47.055,46.845,47.055,46.635,0.003
7/27/2010,46.655,47.045,47.045,46.645,-0.0085
7/28/2010,46.76,46.585,46.8,46.415,0.0023
7/29/2010,46.537,46.635,46.755,46.325,-0.0048
7/30/2010,46.405,46.405,46.615,46.315,-0.0028
7/31/2010,46.405,46.405,46.615,46.315,-0.0028
8/1/2010,46.405,46.405,46.615,46.315,-0.0028
8/2/2010,46.245,46.325,46.325,46.095,-0.0034
8/3/2010,46.165,46.085,46.245,45.815,-0.0017
8/4/2010,45.89,46.05,46.315,45.76,-0.006
